Probability,Residual,Order,class,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77
0.191790,5.726983,3,7,,,,,,,,,,,,,,,,,2.9e-005,,,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.158951,5.714077,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.043786,5.701218,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,0.000644,,,,,,,,,,,,,,,,,,,,,,,,,
0.040479,5.690574,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,
0.040479,5.690574,3,2,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,
0.119840,5.688560,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.158837,5.634844,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000237,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.037742,5.618479,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.078107,5.595468,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,1.09,,,,
0.054732,5.574702,3,2,,,,0.000154,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039225,5.514018,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.100228,5.498531,3,1,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.045040,5.484323,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,
0.151311,5.482043,3,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.045268,5.467516,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,
0.040707,5.452192,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.178905,5.422786,3,2,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.039681,5.384248,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042189,5.378125,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.133181,5.377787,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.303535,5.341070,3,7,,,,,,,,,,,,39.7,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039681,5.341041,3,5,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039681,5.341041,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.039681,5.341041,3,5,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.039681,5.341041,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.098860,5.332210,3,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053820,5.312695,3,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.062486,5.312284,3,7,,,,,5.1e-005,,,,,,,,,,,1.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.156328,5.301749,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072634,5.295431,3,2,,2.7e-005,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.304675,5.277030,3,7,,,,,,,,,,,,,,,,,,4.3e-005,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063170,5.264564,3,1,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.195667,5.258339,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000474,0.000474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053136,5.247287,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.039339,5.238896,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039339,5.238896,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.039111,5.236084,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039111,5.236084,3,5,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043672,5.233597,3,7,,,,,,,,,,,,,,,,,,,,,,,,2e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.068529,5.189808,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,27.4,,,,,,,,,,,
0.043558,5.173467,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.138883,5.169445,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039225,5.162164,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.043786,5.136939,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,,,
0.069099,5.133739,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,
0.069099,5.133739,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,1.09,,,,
0.048917,5.108072,3,1,,,,,,,,,,,-2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563,,,,,,,,,,,,,,,
0.159977,5.106872,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000172,0.000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.154618,5.098094,3,2,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.040707,5.082603,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.039795,5.074894,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.088826,5.056892,3,2,,,,,,,,,,,-2e-005,,,,,,,,,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.255188,5.040930,3,7,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,0.000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039681,5.025208,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.067617,5.012735,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,
0.048005,5.002737,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.100456,4.995874,3,1,,,,,,,,,,,,,,,0.000003,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.051767,4.985953,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,383,,,,,,,
0.141733,4.984684,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.263170,4.945412,3,7,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039567,4.909645,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039567,4.909645,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.039453,4.907845,3,2,,2.7e-005,,,,,,,,,,,,,,1.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.183922,4.881359,3,2,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000347,,,,,,,,,,,,,,,,,,,,,,
0.039111,4.880857,3,5,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.039111,4.880857,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.037628,4.854778,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.161802,4.835228,3,7,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.161802,4.835228,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.039225,4.810292,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,
0.065792,4.803114,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.036602,4.799693,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.160661,4.799508,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.040137,4.781348,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.040137,4.781348,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,,,,,,,,,,31.6,,,,,,,,,,,
0.263854,4.777062,3,7,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.050513,4.765518,3,1,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.167389,4.758204,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.171152,4.748079,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
0.037058,4.735505,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,
0.158609,4.711151,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000237,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055644,4.709014,3,7,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,
0.050855,4.664966,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.040137,4.658554,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.081642,4.637248,3,7,,,,,,,,,,,,,,,,,4e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.046522,4.623230,3,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,
0.087571,4.608742,3,2,,,,,,,,,,,,,,,,,,,0.00011,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.075257,4.602249,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,
0.268643,4.594270,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,0.732,,,,,,,,,,,,,,,,,
0.046180,4.581271,3,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,
0.038769,4.569039,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,
0.038769,4.564727,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,
0.094527,4.534290,3,2,,,,,,,,,,,,,,,,,2.9e-005,,,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.158951,4.529338,3,2,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.055644,4.529031,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.085063,4.505790,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.039339,4.501948,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,
0.159179,4.480322,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000172,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.035690,4.473432,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.037172,4.469695,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.047092,4.465228,3,5,,,,,,,,,,,,,,,,,,,,,,8.9e-005,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.040593,4.452423,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,0.000644,,,,,,,,,,,,,,,,,,,,,,,,,
0.160205,4.446259,3,2,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039453,4.422573,3,2,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.168757,4.405356,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047662,4.376053,3,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,
0.036146,4.368690,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.047320,4.339412,3,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,
0.051425,4.308203,3,1,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.137856,4.298196,3,2,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.047548,4.296455,3,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,
0.037742,4.295246,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.065450,4.278830,3,3,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.065450,4.278830,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.257925,4.260809,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.044926,4.260050,3,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,,,
0.047206,4.259691,3,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,
0.041505,4.243569,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9e-005,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041505,4.243569,3,7,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042189,4.217690,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,0.000581,,,,,,,,,,,,,,,,,,,,
0.035576,4.207795,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.035576,4.207795,3,5,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.168757,4.204695,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000347,,0.000581,,,,,,,,,,,,,,,,,,,,
0.041277,4.200298,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,0.000581,,,,,,,,,,,,,,,,,,,,
0.037628,4.174982,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,
0.074572,4.173432,3,2,,,,,,,,,,,-2e-005,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.067047,4.167413,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,0.000347,,,,,,,,,,,,,,,,,,,,,,
0.057127,4.165414,3,1,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.044242,4.153466,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.156328,4.137978,3,2,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072178,4.098200,3,3,,,,,,,,,,,,,,,,,,,,,,8.9e-005,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.260775,4.097311,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.039567,4.051365,3,7,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.065792,4.016717,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.041733,4.012022,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,0.000581,,,,,,,,,,,,,,,,,,,,
0.045952,3.969535,3,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300,,,,,,,
0.200456,3.961509,3,7,,,,,,,,,,,,,-5e-006,,,,,,,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053478,3.956264,3,1,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
